Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,EnglishTitle,OMDb_Title,OMDb_Year,OMDb_Rated,OMDb_Released,OMDb_Runtime,OMDb_Genre,OMDb_Director,OMDb_Writer,OMDb_Actors,OMDb_Plot,OMDb_Language,OMDb_Country,OMDb_Awards,OMDb_Poster,OMDb_Ratings,OMDb_Metascore,OMDb_imdbRating,OMDb_imdbVotes,OMDb_imdbID,OMDb_Type,OMDb_DVD,OMDb_BoxOffice,OMDb_Production,OMDb_Website,OMDb_Response,Error
Land (2021),No,,"1,700,000",1:29,1100000,Land,Land,2021.0,PG-13,12 Feb 2021,89 min,"Adventure, Drama",Robin Wright,"Jesse Chatham, Erin Dignam","Robin Wright, Demián Bichir, Sarah Dawn Pledge","Edee, in the aftermath of an unfathomable event, finds herself unable to stay connected to the world and retreats to the wilds of the Rockies. After a local hunter brings her back from the brink of death, she must find a way to li...",English,"United States, Canada",4 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOGMxYWYzY2UtNGM1NS00ZTNkLThjMzUtNTc4ZmRjNjU2MjNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,6.7,"16,947",tt10265034,movie,,"$2,577,830",,,True,
My Big Fat Greek Wedding 2,No,,"1,700,000",1:34,1100000,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,2016.0,PG-13,25 Mar 2016,94 min,"Comedy, Romance",Kirk Jones,Nia Vardalos,"Nia Vardalos, John Corbett, Michael Constantine",A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,"English, Greek",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BNTA1MjMzNDM2M15BMl5BanBnXkFtZTgwNTg3NzQ1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37.0,6.0,"37,243",tt3760922,movie,,"$59,689,605",,,True,
Radin!,No,,"1,700,000",1:30,1100000,Radin!,Cher radin,2012.0,,17 Dec 2012,,Comedy,Didier Albert,"Ivan Corbisier, Bruno Dega, Olga Vincent","Vincent Lagaf, Agathe de La Boulaye, Vincent Desagnat","Alexis, a very stingy person, saves his friend for the sole purpose of recovering his debt. But when a woman attends this scene, she takes him for the hero he is not.",French,France,,https://m.media-amazon.com/images/M/MV5BMmI1YWU4YWItNzQ4My00OWU2LTgxYzUtY2JiOTZiMmNhZDhkXkEyXkFqcGdeQXVyNDQ1NTYzMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,19,tt2342269,movie,,,,,True,
Reunion (2024),No,,"1,700,000",1:35,1100000,Reunion,Reunion,2024.0,R,23 May 2024,90 min,"Comedy, Mystery",Chris Nelson,"Willie Block, Jake Emanuel","Lil Rel Howery, Billy Magnussen, Jamie Chung","Snowbound at their high school reunion, former classmates uncover a murder and scramble to identify the killer among them before they're all iced out for good.",English,United States,,https://m.media-amazon.com/images/M/MV5BMWVjMTNlOGMtZjZjYS00ZTczLTkwNTktMDlhZTM2MTg4OWFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",,5.6,"3,687",tt15338966,movie,,,,,True,
Scoob!,No,,"1,700,000",1:34,1100000,Scoob!,Scoob!,2020.0,PG,15 May 2020,93 min,"Animation, Adventure, Comedy",Tony Cervone,"Adam Sztykiel, Jack C. Donaldson, Derek Elliott","Will Forte, Mark Wahlberg, Jason Isaacs","Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone ...",English,"United States, Canada",3 nominations total,https://m.media-amazon.com/images/M/MV5BNzUzMDk2ZDQtNWQ2ZC00NmQ0LTg2ODItZDc0MjA3YzVhNTE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,5.6,"31,800",tt3152592,movie,,"$2,188,425",,,True,
The Nutty Professor (1996),No,,"1,700,000",1:35,1100000,The Nutty Professor,The Nutty Professor,1996.0,PG-13,28 Jun 1996,95 min,"Comedy, Romance, Sci-Fi",Tom Shadyac,"Jerry Lewis, Bill Richmond, David Sheffield","Eddie Murphy, Jada Pinkett Smith, James Coburn",Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,English,United States,Won 1 Oscar. 10 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0NjI1YTMtYWFiZi00Zjc1LWE5NzgtMTdlMWMwOTczZWJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,5.7,"128,638",tt0117218,movie,,"$128,814,019",,,True,
"Twenty-Something, Divorced and Fabulous // Veinteañera, divorciada y fantástica",No,,"1,700,000",1:35,1100000,"Twenty-Something, Divorced and Fabulous",,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
We Grown Now,No,,"1,700,000",1:33,1100000,We Grown Now,We Grown Now,2023.0,PG,11 Oct 2023,93 min,Drama,Minhal Baig,Minhal Baig,"Tyla Abercrumbie, Echaka Agba, Madisyn Barnes","Two young boys, best friends Malik and Eric, discover the joys and hardships of growing up in the sprawling Cabrini-Green public housing complex in 1992 Chicago.",English,United States,5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZjU5YWQ5NDQtODcwNy00NDA1LThkNjktOGU5OTJkZDIzZTBiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,6.8,"1,274",tt28639049,movie,,"$296,535",,,True,
Year One (2009),No,,"1,700,000",1:37,1100000,Year One,Year One,2009.0,PG-13,19 Jun 2009,97 min,Comedy,Harold Ramis,"Harold Ramis, Gene Stupnitsky, Lee Eisenberg","Jack Black, Michael Cera, Olivia Wilde","After being banished from their tribe, two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BZTJkZmZkNDUtYjA2OS00OTViLThhMjYtOWZhMGVkODFhMWU2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34.0,4.9,"105,872",tt1045778,movie,,"$43,337,279",,,True,
Bride Wars (2009),No,,"1,600,000",1:29,1100000,Bride Wars,Bride Wars,2009.0,PG,09 Jan 2009,89 min,"Comedy, Romance",Gary Winick,"Greg DePaul, Casey Wilson, June Diane Raphael","Kate Hudson, Anne Hathaway, Candice Bergen",Two best friends become rivals when they schedule their respective weddings on the same day.,English,United States,1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyNTg2OTUwN15BMl5BanBnXkFtZTgwNzEzMzg5MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24.0,5.5,"119,760",tt0901476,movie,,"$58,715,510",,,True,
Death on Holiday // Moartea în vacanță,No,,"1,600,000",1:29,1100000,Death on Holiday,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
No Good Deed (2014),No,,"1,600,000",1:24,1100000,No Good Deed,No Good Deed,2014.0,PG-13,12 Sep 2014,84 min,"Crime, Drama, Horror",Sam Miller,Aimee Lagos,"Taraji P. Henson, Idris Elba, Leslie Bibb",An unstable escaped convict terrorizes a woman who is alone with her two children.,English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMzk0OTc3MDM5MF5BMl5BanBnXkFtZTgwOTMzMDMzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26.0,5.6,"22,375",tt2011159,movie,,"$52,543,632",,,True,
Self Reliance,No,,"1,600,000",1:31,1100000,Self Reliance,Self Reliance,2023.0,R,12 Jan 2024,85 min,"Comedy, Thriller",Jake Johnson,Jake Johnson,"Jake Johnson, Andy Samberg, Bjorn Johnson","Given the opportunity to participate in a life or death reality game show, one man discovers there's a lot to live for.",English,United States,,https://m.media-amazon.com/images/M/MV5BMGU0ZTgyNWItODM1NS00ZTY3LTgyMjAtNmJlYTYzNjc4ZjkyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.0,"17,656",tt26084002,movie,,,,,True,
Streaming // 스트리밍,No,,"1,600,000",1:31,1100000,Streaming,Streaming,2023.0,,,,"Mystery, Thriller",,,"Kang Ha-neul, Tae-San Park, Choo Suk-young","The movie ""Streaming"" is a thriller about a mystery streamer with the largest number of subscribers, broadcasting the process of uncovering clues to an unsolved serial murder case in real time.",Korean,South Korea,,https://m.media-amazon.com/images/M/MV5BNjBmZTQxODEtZWY3YS00Y2IyLTgxMWItZGQxNzlmZjY2NTc4XkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_SX300.jpg,[],,,,tt26762096,movie,,,,,True,
Viral (2016),No,,"1,600,000",1:26,1100000,Viral,Viral,2016.0,R,29 Jul 2016,85 min,"Drama, Horror, Sci-Fi","Henry Joost, Ariel Schulman","Barbara Marshall, Christopher Landon","Sofia Black-D'Elia, Lio Tipton, Travis Tope","Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",English,United States,,https://m.media-amazon.com/images/M/MV5BNTYzNjM4NTAzMV5BMl5BanBnXkFtZTgwMTE5ODIxOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",,5.5,"10,898",tt2597892,movie,,,,,True,
La leyenda del Charro Negro,No,,"1,500,000",1:25,1100000,La leyenda del Charro Negro,La Leyenda del Charro Negro,2018.0,Not Rated,19 Jan 2018,85 min,"Animation, Adventure, Fantasy",Alberto Rodriguez,"David Hernández Miranda, Alberto Rodriguez","Mayté Cordeiro, Andrés Couturier, Erick Elias","Leo must get Xochitl from the underworld where Charro Negro cast her. Meanwhile, Xochitl, Evaristo, Finado and Moribunda have gotten out of Charro Negro's prison to save Don Andrés and Alebrije from an alive house.",Spanish,"Mexico, Philippines",2 nominations,https://m.media-amazon.com/images/M/MV5BNTYzMzQ3MmMtNDFjMS00YTk0LTgwYmQtYzQzM2FkMWQyYzgyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,6.9,342,tt6772418,movie,,,,,True,
Moving On (2022),No,,"1,500,000",1:25,1100000,Moving On,Moving On,2022.0,R,11 Oct 2023,85 min,Comedy,Paul Weitz,Paul Weitz,"Jane Fonda, Lily Tomlin, Malcolm McDowell",Two old friends reconnect at a funeral and decide to get revenge on the widower who messed with them decades before.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNDgxM2JmN2MtNjUzNy00ZDAwLTg1ODQtMmQzZDEzZWI3NDkwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.0,"3,508",tt15488088,movie,,"$2,136,832",,,True,
The Naked Gun: From the Files of Police Squad!,No,,"1,500,000",1:25,1100000,The Naked Gun: From the Files of Police Squad!,The Naked Gun: From the Files of Police Squad!,1988.0,PG-13,02 Dec 1988,85 min,"Comedy, Crime",David Zucker,"Jerry Zucker, Jim Abrahams, David Zucker","Leslie Nielsen, Priscilla Presley, O.J. Simpson",Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BZTI5N2I1MjAtNTc0Yy00ZDIyLThkZTctMGQ5NTBhNjIwMWQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,7.6,"202,244",tt0095705,movie,,"$78,756,177",,,True,
The Purge (2013),No,,"1,500,000",1:25,1100000,The Purge,The Purge,2013.0,R,07 Jun 2013,85 min,"Horror, Sci-Fi, Thriller",James DeMonaco,James DeMonaco,"Ethan Hawke, Lena Headey, Max Burkholder","A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",English,"France, United States",2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,5.8,"253,257",tt2184339,movie,,"$64,473,115",,,True,
Barbie: Skipper and the Big Babysitting Adventure,Yes,,"1,200,000",1:03,1100000,Barbie: Skipper and the Big Babysitting Adventure,Barbie: Skipper and the Big Babysitting Adventure,2023.0,TV-Y,16 Mar 2023,60 min,Family,Steve Daye,Daniel Bryan Franklin,"Kirsten Day, Ogie Banks, Laila Berzins","When her babysitting business takes a hit, Skipper takes a summer job at the water park. Here she can quickly put her skills as a nanny to good use.",English,United States,,https://m.media-amazon.com/images/M/MV5BYjUxODFjZWEtMzQ1Ny00OWU0LWEzNWUtODkyMmY1YTNhYjc3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,201,tt26931203,movie,,,,,True,
Anpanman: Anpanman Summer Festival // 映画 それいけ! アンパンマン リズムでうたおう!  アンパンマン夏まつり,No,,"400,000",0:21,1100000,Anpanman: Anpanman Summer Festival,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Anpanman: Handgames: Coreen Becomes a Mother!? // 映画 それいけ! アンパンマン たのしくてあそび ママになったコキンちゃん!?,No,,"400,000",0:21,1100000,Anpanman: Handgames: Coreen Becomes a Mother!?,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Wheelman,Yes,2017-10-20,"1,300,000",1:22,1000000,Wheelman,Wheelman,2017.0,TV-MA,20 Oct 2017,82 min,"Action, Thriller",Jeremy Rush,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt",A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,English,United States,,https://m.media-amazon.com/images/M/MV5BMjA3NjA0MzE1N15BMl5BanBnXkFtZTgwNjAzNzQ0MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.4,"23,045",tt5723286,movie,,,,,True,
6 Days,No,2017-11-03,"1,600,000",1:35,1000000,6 Days,6 Days,2017.0,R,18 Aug 2017,94 min,"Action, Drama, History",Toa Fraser,"Glenn Standring, Rusty Firmin","Jamie Bell, Mark Strong, Abbie Cornish","Armed gunmen stormed the Iranian Embassy in London in April 1980, taking hostages. A tense six-day standoff ensued as the SAS, a highly trained military unit, prepared for an unprecedented raid to resolve the crisis.","English, Arabic, Persian","New Zealand, United Kingdom",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNjlmYTcyOWMtYmFmMC00Njg1LThlYmItNWUyYjk5MTE2MDYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,6.2,"25,962",tt4703048,movie,,,,,True,
Brain on Fire,No,2018-06-22,"1,500,000",1:29,1000000,Brain on Fire,Brain on Fire,2016.0,PG-13,22 Jun 2018,88 min,"Biography, Drama",Gerard Barrett,"Gerard Barrett, Susannah Cahalan","Chloë Grace Moretz, Thomas Mann, Richard Armitage","A young, capable professional cannot explain her newly erratic behavior.",English,"United States, Canada, Ireland",,https://m.media-amazon.com/images/M/MV5BMDcxZmVlM2ItNmViMS00YmEwLWFkNGQtMWEyODczZGRlNDNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34.0,6.6,"25,040",tt3704700,movie,,,,,True,
The Guernsey Literary and Potato Peel Pie Society,No,2018-08-10,"2,000,000",2:04,1000000,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,2018.0,TV-14,10 Aug 2018,124 min,"Drama, Romance, War",Mike Newell,"Don Roos, Kevin Hood, Thomas Bezucha","Jessica Brown Findlay, Tom Courtenay, Michiel Huisman","In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war. Then she learns the secret they are afraid to reveal.","English, German, French","United Kingdom, France, United States",,https://m.media-amazon.com/images/M/MV5BYzM5YWUyMjMtMDQ5YS00ZmYzLTg5ZTEtODk2N2E5YzVhYTAwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,7.3,"56,218",tt1289403,movie,,,,,True,
The Night Comes for Us,Yes,2018-10-19,"2,100,000",2:01,1000000,The Night Comes for Us,The Night Comes for Us,2018.0,TV-MA,19 Oct 2018,121 min,"Action, Crime, Thriller",Timo Tjahjanto,Timo Tjahjanto,"Iko Uwais, Sunny Pang, Joe Taslim","Ito, a gangland enforcer, is caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad.","Indonesian, English, Mandarin, French","Indonesia, United States",2 nominations total,https://m.media-amazon.com/images/M/MV5BMWFmYmE4MmEtNjgxNy00NjE1LWFmNzItNGRiMDJjYmFmZDU2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,6.9,"31,267",tt6116856,movie,,,,,True,
FYRE: The Greatest Party That Never Happened,Yes,2019-01-18,"1,700,000",1:38,1000000,FYRE: The Greatest Party That Never Happened,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Your Son // Tu hijo,Yes,2019-03-01,"1,700,000",1:43,1000000,Your Son,Your Son,2018.0,TV-MA,09 Nov 2018,103 min,Drama,Miguel Ángel Vivas,"Alberto Marini, Miguel Ángel Vivas","Jose Coronado, Ana Wagener, Asia Ortega","When his son is sent to the hospital after being hit by strangers, a father tries to find them regardless of the consequences.",Spanish,"Spain, France",2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BYjc4MGJjMzItZDY2OS00MzJmLTljYTQtYzUwMGNiZmEwNTJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,6.1,"5,780",tt7807026,movie,,,,,True,
Wounds,No,2019-10-18,"1,600,000",1:36,1000000,Wounds,Wounds,2019.0,R,18 Oct 2019,95 min,"Drama, Horror, Mystery",Babak Anvari,"Babak Anvari, Nathan Ballingrud","Armie Hammer, Zazie Beetz, Karl Glusman",Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.,English,"United States, United Kingdom",,https://m.media-amazon.com/images/M/MV5BNjRiMWZhNjItZTkyYi00ZDA3LTg4Y2EtZTkwMmZhMDAwOGJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,4.1,"22,301",tt5913798,movie,,,,,True,
Dancing with the Birds,Yes,2019-10-23,"900,000",0:52,1000000,Dancing with the Birds,Dancing with the Birds,2019.0,,23 Oct 2019,52 min,Documentary,Huw Cordey,Huw Cordey,Stephen Fry,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BNTUyYzc0ZTAtOTgwYS00YWM0LWFlMDctZGM4YTJkMTI2NTYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",,8.2,"2,849",tt11101698,movie,,,,,True,
The Legacy of the Bones // Legado en los huesos,No,2020-04-17,"2,000,000",2:01,1000000,The Legacy of the Bones,The Legacy of the Bones,2019.0,TV-MA,05 Dec 2019,121 min,"Crime, Thriller",Fernando González Molina,"Luiso Berdejo, Dolores Redondo","Marta Etura, Carlos Librado 'Nene', Leonardo Sbaraglia","Inspector Amaia Salazar returns to the Baztán's valley for a new case, and this time even her loved ones won't be safe.","Spanish, English, Basque","Spain, Germany",,https://m.media-amazon.com/images/M/MV5BMDU5YTFlZmYtMTAyYy00OTA4LThjNTYtZTQ1ZGNiZmNkZTk2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"10,546",tt7304802,movie,,,,,True,
Rich in Love // Ricos de Amor,Yes,2020-04-30,"1,700,000",1:46,1000000,Rich in Love,Rich in Love,1992.0,PG-13,05 Mar 1993,105 min,Drama,Bruce Beresford,"Josephine Humphreys, Alfred Uhry","Albert Finney, Jill Clayburgh, Kathryn Erbe","The Odoms of Charleston, South Carolina have lived a life of the traditions of the American South in their longtime, large-family beachfront home.",English,United States,,https://m.media-amazon.com/images/M/MV5BMTMwOTg5MDk1NV5BMl5BanBnXkFtZTcwOTA0NzI5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",,6.1,929,tt0105256,movie,,"$2,149,866",,,True,
